FC DAC 1904 Dunajská Streda,FC ViOn Zlaté Moravce - Vráble,09.12.2017,14:00,MOL Aréna,3,3,"Ľubomír Urgela (vl) (18), Yves Simon Pambou (33), Erik Pačinda (67), Róbert Gešnábel (62), Cleber Silva Nascimento (71), Ewerton Paixao Da Silva (81)","Ľubomír  Šatka (47), Marin  Ljubičič (90), Róbert  Gešnábel (67), Pavel  Kováč (86), Martin  Dobrotka (88)",
FC Tatran Prešov,AS Trenčín,04.03.2017,17:00,NTC Poprad,1,2,"Peter Katona (90), Abdul Musa Zubairu (16), Rangelo Janga (63)","Miroslav  Petko (45), Dávid  Leško (55), Jakub  Bartek (56), Erik  Streňo (88), James  Lawrence (50), Desley  Ubbink (56), Maduka Christopher  Udeh (67)",
FC Spartak Trnava,FC Tatran Prešov,09.12.2017,14:00,Štadión Antona Malatinského,1,0,Vachtang Čanturišvili (2),"Lukáš  Greššák (29), Ján  Vlasko (35), Martin  Dupkala (22), Maduka Christopher  Udeh (44)",
FK Železiarne Podbrezová,FC Nitra,09.12.2017,14:00,Zelpo Arena,1,0,Ján Krivák (38),"Aldo  Baez (29), Dávid  Leško (40), Adrián  Kopičár (79), Matúš  Turňa (90), Macdonald Ngwa  Niba (13), Filip  Balaj (29), René  Kotrík (38)",
FC Nitra,AS Trenčín,18.02.2018,14:00,ViOn Aréna,1,1,"René Kotrík (36), Achraf El Mahdioui (56)","Christián  Steinhübel (42), Richard  Križan (88)",
FC Tatran Prešov,FK Železiarne Podbrezová,18.02.2018,14:00,NTC Poprad,0,2,"Dávid Leško (18), Jakub Grzegorz Wiezik (27)","Ján  Dzurík (5), Dávid  Keresteš (37), Miroslav  Petko (47), Erik  Streňo (74), Nikola  Gatarič (79), Karlo  Bilič (35), Aldo  Baez (37), Miroslav  Viazanko (41), Lazar  Djordjevič (60)",
FC ViOn Zlaté Moravce - Vráble,FC Spartak Trnava,17.02.2018,16:00,ViOn Aréna,1,4,"Ondřej Šašinka (pen) (84), Vachtang Čanturišvili (12), Yasin Pehlivan (16), Marvin Egho (27), Denis Horník (vl) (62)",,
FK Senica,FC DAC 1904 Dunajská Streda,18.02.2018,14:00,FK Senica,0,2,"Zsolt Kalmár (66), Erik Pačinda (70)","Michal  Ranko (19), Hans Nunoo  Sarpei (36), Jose Luis  Zezinho (75), Zsolt  Kalmár (39), Kristián  Koštrna (49), Erik  Pačinda (73)",
MFK Zemplín Michalovce,ŠK Slovan Bratislava ,18.02.2018,14:00,Mestský futbalový štadión,1,1,"Martin Koscelník (45), Aleksandar Čavrič (74)",David  Holman (55),
MŠK Žilina,MFK Ružomberok,18.02.2018,14:00,Štadión MŠK Žilina,2,0,"Samuel Mráz (59), Jaroslav Mihalík (73)","Erik  Daniel (41), Artur  Pikk (78)",
MFK Ružomberok,FC Nitra,26.02.2018,15:30,MFK Ružomberok,0,0,,"Róbert  Gešnábel (32), Štefan  Gerec (78), Andrej  Fábry (25), Richard  Križan (68), Macdonald Ngwa  Niba (70)",
ŠK Slovan Bratislava ,MŠK Žilina,24.02.2018,14:00,Spartak  Myjava,6,0,"Aleksandar Čavrič (7), Moha Kadfi (11), Aleksandar Čavrič (18), David Holman (42), Moha Kadfi (51), Aleksandar Čavrič (84)",,
FC ViOn Zlaté Moravce - Vráble,FC Spartak Trnava,04.03.2017,17:00,ViOn Aréna,0,0,,"Mateus  De Oliveira Silva (18), Martin  Chren (22), Oliver  Janso (80)","Mateus  De Oliveira Silva (24), Ivan  Hladík (31)"
AS Trenčín,FC Tatran Prešov,24.02.2018,14:00,Štadión Sihoť,2,0,"Philippe van Arnhem (76), Joey Sleegers (78)","Abdul Musa  Zubairu (37), Richard  Kačala (1)",
FK Železiarne Podbrezová,FC ViOn Zlaté Moravce - Vráble,24.02.2018,14:00,Zelpo Arena,3,0,"Matúš Turňa (45), Stijepo Njire (77), Jakub Grzegorz Wiezik (82)","Aldo  Baez (21), Stijepo  Njire (86), Ľubomír  Urgela (37), Ondřej  Šašinka (67)",
FC Spartak Trnava,FK Senica,24.02.2018,14:00,Štadión Antona Malatinského,1,0,Reagy Ofosu (90),"Anton  Sloboda (80), Diego  Cuadros (53), Blažej  Vaščak (55), Ronaldo  Chacon (58), Jose Luis  Zezinho (68)",
FC DAC 1904 Dunajská Streda,MFK Zemplín Michalovce,24.02.2018,14:00,MOL Aréna,2,0,"Marko Divkovič (65), Christián Herc (90)",,
FC Nitra,ŠK Slovan Bratislava ,03.03.2018,14:00,Spartak  Myjava,0,1,Andraž Šporar (37),"Ondřej  Vencl (52), Joeri  De Kamps (43), Kenan  Bajrič (62)",
MFK Zemplín Michalovce,MŠK Žilina,03.03.2018,14:00,Mestský futbalový štadión,1,0,Jose Carrillo (87),"Jozef-Šimon  Turík (35), Michal  Škvarka (41), Juraj  Chvátal (44)",
FC DAC 1904 Dunajská Streda,FC Spartak Trnava,03.03.2018,14:00,MOL Aréna,0,0,,"Marin  Ljubičič (78), Tomáš  Huk (90), Lukáš  Čmelík (90), Yasin  Pehlivan (51), Anton  Sloboda (60), Andrej  Kadlec (87), Marvin  Egho (90)",
FK Senica,FK Železiarne Podbrezová,03.03.2018,14:00,FK Senica,1,0,Oliver Podhorin (pen) (89),"Jose Luis  Zezinho (20), Oliver  Podhorin (83), Aldo  Baez (35), Stijepo  Njire (85)",
FC ViOn Zlaté Moravce - Vráble,AS Trenčín,03.03.2018,14:00,ViOn Aréna,1,4,"Haris Harba (62), Antonio Mance (1), Antonio Mance (25), Antonio Mance (75), Desley Ubbink (86)","Ľubomír  Urgela (21), Achraf  El Mahdioui (27), Lukáš  Skovajsa (57)",
FC Tatran Prešov,MFK Ružomberok,03.03.2018,14:00,NTC Poprad,0,0,,"Dávid  Keresteš (20), Maduka Christopher  Udeh (45), Erik  Streňo (77), Michal  Jonec (31)",
FK Železiarne Podbrezová,MŠK Žilina,05.03.2017,15:20,Zelpo Arena,2,2,"Matúš Turňa (31), Endy Opoku Bernadina (47), Filip Hlohovský (30), Matej Kochan (vl) (75)","Ján  Krivák (13), Filip  Lepieš (19), Matúš  Turňa (24), Luka  Pejović (90), Michal  Škvarka (18)",
MŠK Žilina,FC Tatran Prešov,30.07.2016,19:00,Štadión MŠK Žilina,4,0,"Michal Škvarka (4), Yusuf Otubanjo (36), Nikolas Špalek (51), Filip Hlohovský (69)","Martin  Králik (6), Denis  Vavro (83), Patrik  Jacko (56)",
ŠK Slovan Bratislava ,MFK Zemplín Michalovce,05.03.2017,17:30,Pasienky,3,1,"Tamás Priskin (5), Seydouba Soumah (20), Aleksandar Čavrič (53), Kristjan Kushta (76)","Vernon  De Marco Morlacchi (68), Seydouba  Soumah (90), Igor  Žofčák (13), Michal  Sipľak (60), Kristi  Qose (62), Stanislav  Danko (83), Filip  Serečin (90)",
FC DAC 1904 Dunajská Streda,MŠK Žilina,11.03.2017,16:30,MOL Aréna,2,2,"Marin Ljubičič (38), Eric Davis (pen) (67), Filip Kaša (2), Michal Škvarka (23)","Esmerald  Aluku (29), Eric  Davis (67), Marko  Živkovič (75), András  Mészáros (90), Ernest  Mabouka (27)",
MFK Ružomberok,FC Tatran Prešov,11.03.2017,17:00,MFK Ružomberok,5,0,"Peter Gal Andrezly (10), Michal Faško (45), Michal Faško (72), Štefan Gerec (76), Peter Gal Andrezly (79)",,
MFK Zemplín Michalovce,FC Tatran Prešov,10.03.2018,14:00,Mestský futbalový štadión,0,0,,Jakub  Bartek (45),
FC ViOn Zlaté Moravce - Vráble,FK Železiarne Podbrezová,10.03.2018,14:00,ViOn Aréna,0,1,Dávid Leško (pen) (81),"Miloš  Nikolić (24), Damián  Bariš (57), Jakub  Sedláček (54)",
FK Senica,FC Nitra,10.03.2018,14:00,FK Senica,0,1,Miloš Šimončič (61),"Richard  Celis (77), Miloš  Šimončič (7), Christián  Steinhübel (12), Márius  Charizopulos (65)",
FC Tatran Prešov,FK Senica,16.03.2018,17:00,NTC Poprad,1,1,"Nikola Gatarič (52), Lynel Kitambala (80)",Alan  Kováč (77),
